zfygpa;zgpa;DOB_yr;isPartTime;sex;race;cluster_tier;family_income;lsat;ugpa;weighted_lsat_ugpa;pass_bar
-0.34;-1.26;69;No;Male;White;2;4;35;3.4;734.736825;Passed
0;0;69;No;Male;White;5;3;39;3;757.894717;Passed
-0.08;-0.3;67;No;Male;White;4;4;39;3.5;807.894717;Passed
-0.28;-0.37;65;No;Female;White;4;2;41;3.4;829.473663;Passed
-0.9;-0.97;69;No;Male;White;2;3;35;3.2;714.736825;Passed
-0.62;-1.18;69;No;Female;White;3;5;37;3.3;756.315771;Passed
-0.2;-0.73;59;No;Male;White;4;4;40;3.4;813.68419;Passed
0.52;0.52;68;No;Female;White;3;2;38;3.4;782.105244;Passed
-0.72;-0.89;64;No;Male;White;3;5;38;3.2;762.105244;Passed
-0.2;0.32;69;No;Male;White;4;4;40;3.2;793.68419;Passed
0.07;-0.1;66;No;Female;White;3;5;37.5;2.8;714.2105075;Passed
-1.93;0;63;No;Male;Black;4;4;38;2.7;712.105244;Failed_or_not_attempted
-0.85;-1.12;69;No;Female;White;3;4;35;2.5;644.736825;Passed
-0.48;-0.92;65;No;Male;White;2;3;37;2.6;686.315771;Passed
0.74;0.59;68;No;Male;White;5;4;40;3.2;793.68419;Passed
0.52;0.86;59;Yes;Male;White;5;2;39;3.5;807.894717;Passed
0.2;0.45;69;No;Female;White;3;3;39;3.6;817.894717;Passed
1.77;1.33;70;No;Male;White;6;4;43;4;921.052609;Passed
0.9;0.38;67;No;Female;White;4;4;36.5;3.6;778.4210345;Passed
1.85;2.34;67;No;Male;White;5;4;36;3.8;790.526298;Passed
-0.44;-1.14;68;No;Female;White;4;3;36;3.9;800.526298;Passed
0.66;0.5;69;No;Female;White;3;3;38;3.4;782.105244;Passed
0.96;0.77;68;No;Female;White;2;3;36;3.2;730.526298;Passed
0;0;63;No;Male;White;6;4;35;3.2;714.736825;Passed
1.72;1.58;66;No;Male;White;4;5;40;3.4;813.68419;Passed
0;0;68;No;Male;White;6;4;38;3.5;792.105244;Passed
-0.8;-2.02;62;Yes;Female;White;4;3;41;3.5;839.473663;Failed_or_not_attempted
0;0;46;No;Female;White;1;3;36;2.9;700.526298;Passed
-0.67;-0.75;61;Yes;Male;Other;4;3;38;2.5;692.105244;Failed_or_not_attempted
-0.8;0;69;No;Female;White;5;4;42;3.3;835.263136;Failed_or_not_attempted
0.61;1.19;69;No;Female;White;3;4;34;3;678.947352;Passed
0.04;-0.1;67;No;Male;White;2;4;31;3;631.578933;Failed_or_not_attempted
-0.33;-0.15;68;No;Male;White;4;4;41;3.1;799.473663;Failed_or_not_attempted
0.6;0.73;69;No;Female;White;6;4;36;3.8;790.526298;Passed
1.03;0.48;68;No;Male;White;4;4;35.5;3.3;732.6315615;Passed
0;0;54;No;Male;Black;2;1;25.5;2.5;494.7368315;Passed
1.11;-2.63;68;No;Female;White;5;4;41;3.2;809.473663;Passed
-0.75;-1.44;69;No;Male;White;2;4;26.5;3.3;590.5263045;Passed
0;0;54;No;Female;White;2;3;38;3.9;832.105244;Failed_or_not_attempted
0;0.33;69;No;Female;White;4;4;37;3.4;766.315771;Passed
-0.44;-0.44;69;No;Female;White;5;3;39;3.5;807.894717;Passed
0.4;-0.2;56;No;Male;White;5;3;40.5;3.7;851.5789265;Passed
1.2;0.88;66;No;Female;White;5;4;44;3.6;896.842082;Passed
0.31;0.54;68;No;Female;White;5;3;39;3.5;807.894717;Passed
1.6;1.52;50;Yes;Female;White;3;4;38;3.2;762.105244;Passed
-0.52;-0.9;65;No;Male;White;3;3;39;2.6;717.894717;Passed
0.51;-0.08;69;No;Female;Other;5;2;33;3;663.157879;Passed
-0.17;-0.06;66;No;Male;White;3;4;39;2.7;727.894717;Passed
1.68;1.24;66;No;Male;White;5;4;34.5;3.6;746.8420885;Passed
-1.22;-1.27;67;No;Female;Black;2;3;14.5;3.2;391.0526285;Failed_or_not_attempted
1.83;1.7;67;No;Male;White;4;5;34;3.3;708.947352;Passed
-0.39;-1.31;51;No;Male;White;4;3;39;3.5;807.894717;Failed_or_not_attempted
0;0;64;Yes;Female;Black;4;3;31;3.3;661.578933;Failed_or_not_attempted
0.34;0.41;54;No;Male;White;4;2;33;2.8;643.157879;Passed
0.69;0;63;No;Female;White;3;3;35.5;3.7;772.6315615;Failed_or_not_attempted
-0.23;-1.06;68;No;Male;White;3;5;36;3.1;720.526298;Passed
0;-0.42;67;No;Male;White;3;5;33;2.8;643.157879;Passed
-0.42;-1.44;68;No;Female;White;3;2;40;3.4;813.68419;Failed_or_not_attempted
0;0;53;No;Female;White;3;4;37;3.2;746.315771;Failed_or_not_attempted
1.42;1.07;69;No;Male;Other;1;3;20;3.3;487.89473;Passed
-1.06;-0.91;69;No;Male;White;4;4;42;3.7;875.263136;Passed
0.57;0.75;56;Yes;Male;White;3;4;48;2.4;839.999974;Passed
1.96;1.9;67;No;Female;White;4;3;39.5;4;865.7894535;Passed
1.65;1.74;68;No;Male;White;4;3;40;4;873.68419;Passed
-0.65;-0.18;68;No;Female;White;3;4;36;3.4;750.526298;Failed_or_not_attempted
0.34;-0.06;68;No;Female;White;4;4;34;3.5;728.947352;Passed
1.55;1.15;69;No;Male;White;3;3;34;3.7;748.947352;Passed
-1.33;-0.67;66;No;Male;White;6;5;46;3.5;918.421028;Passed
-1.24;-1.73;69;No;Male;White;6;3;38;3.2;762.105244;Passed
-0.32;-0.42;68;No;Male;White;3;4;39;3.8;837.894717;Passed
-0.34;-1.7;67;No;Male;White;2;5;25;2.5;486.842095;Passed
0.85;0.67;69;No;Male;White;4;3;39;2.5;707.894717;Passed
0.01;-0.06;69;No;Male;White;4;4;34;3.7;748.947352;Passed
0.21;0.53;47;No;Female;White;2;3;33;2.5;613.157879;Passed
-1.78;0;46;No;Female;White;2;1;39;3.7;827.894717;Failed_or_not_attempted
0.17;0.95;69;No;Female;White;3;4;35;3;694.736825;Passed
0.14;-0.79;68;No;Male;White;4;4;38;2.6;702.105244;Passed
0.39;-0.66;69;No;Female;White;3;3;35;2.8;674.736825;Passed
-0.14;-0.32;68;No;Male;White;2;4;30;3.2;635.78946;Passed
0.02;-0.77;66;No;Male;Other;3;2;32;3.4;687.368406;Passed
1.62;1.66;62;No;Female;White;4;3;44;3.6;896.842082;Passed
0.61;0.48;56;No;Male;White;1;4;30;2.2;535.78946;Passed
-1.82;-1.72;38;No;Female;White;4;4;25;2.9;526.842095;Failed_or_not_attempted
-0.15;-0.73;68;No;Female;White;4;3;36.5;2.9;708.4210345;Passed
0;0.07;69;No;Female;White;3;3;45;3.5;902.631555;Passed
0.66;0.1;64;No;Male;White;5;3;47;4;984.210501;Passed
0.18;0.26;67;No;Male;White;3;3;33.5;2.7;641.0526155;Passed
-1.1;-1.61;69;No;Female;Other;5;4;41;3.5;839.473663;Passed
-1.58;-1.66;56;Yes;Male;Black;3;3;32;2.9;637.368406;Passed
0.35;0.34;62;No;Male;White;3;4;32;4;747.368406;Passed
-0.58;-0.2;61;No;Male;White;2;3;32;3.5;697.368406;Passed
0.92;0.97;69;No;Female;White;3;3;37;3.8;806.315771;Passed
-0.28;-1.29;69;No;Female;White;3;4;39;3.2;777.894717;Passed
0.11;0.55;67;No;Male;White;3;3;35;3.3;724.736825;Passed
1.36;1.38;69;No;Female;White;4;4;37;3.5;776.315771;Passed
0.51;-0.2;69;No;Male;White;3;4;31;3.3;661.578933;Passed
0;0;69;No;Male;White;4;4;40;3.4;813.68419;Failed_or_not_attempted
0.07;-0.23;69;No;Female;White;5;4;40;3.4;813.68419;Passed
-1.45;0;61;No;Male;Other;5;2;33;2.5;613.157879;Failed_or_not_attempted
-0.55;-0.09;69;No;Male;White;5;3;33.5;3.6;731.0526155;Passed
-0.37;-1.09;66;No;Male;White;4;2;39;3.8;837.894717;Passed
0.04;-0.39;64;No;Female;Black;4;5;25;2.6;496.842095;Passed
-1.61;-1.74;68;No;Male;White;3;3;35.3;3.1;709.4736669;Passed
1.47;1.58;66;No;Female;White;5;5;46;3.3;898.421028;Failed_or_not_attempted
-0.8;-0.95;69;No;Male;White;3;4;36;3;710.526298;Passed
0.28;-0.28;69;No;Female;White;5;4;34;3.6;738.947352;Passed
1.03;0.78;69;No;Male;Other;4;4;40;2.9;763.68419;Passed
-0.76;-0.58;67;No;Female;White;3;4;38.5;2.8;729.9999805;Passed
0.26;0.85;68;No;Female;Other;5;2;41;3;789.473663;Passed
-1.36;-0.81;61;No;Male;White;3;4;46;2.9;858.421028;Passed
-0.11;-0.27;69;No;Male;White;3;2;44;3.2;856.842082;Passed
-0.25;-0.2;61;No;Male;White;5;3;41;3.6;849.473663;Passed
-2.16;-1.88;65;No;Male;Other;4;3;42;3;805.263136;Failed_or_not_attempted
0.69;0.78;69;No;Female;White;5;4;42;3.5;855.263136;Passed
0.73;0.7;68;No;Female;White;3;4;35;3;694.736825;Passed
0.94;0.38;67;No;Male;White;3;3;29;3.5;649.999987;Passed
0.05;-0.05;69;No;Male;White;3;3;34;3.5;728.947352;Passed
1.73;1.19;67;No;Male;White;4;4;42;3.4;845.263136;Passed
-0.22;0.21;62;No;Male;White;3;4;37;2.2;646.315771;Passed
1.49;1.57;68;No;Male;White;3;3;40;3.5;823.68419;Passed
-1.64;-1.44;69;No;Female;White;4;5;41;3.5;839.473663;Passed
0;0;67;No;Male;White;2;3;34;2.7;648.947352;Failed_or_not_attempted
-0.28;-0.7;68;No;Male;White;5;4;45;3.1;862.631555;Failed_or_not_attempted
-0.1;0.14;68;No;Male;White;5;4;39;2.8;737.894717;Passed
0.4;0.53;69;No;Male;White;4;4;35;2.9;684.736825;Passed
-0.39;-0.85;69;No;Male;White;5;2;46;3.7;938.421028;Passed
-0.44;-0.43;69;No;Male;White;4;3;41;3.7;859.473663;Passed
0.47;0.38;68;No;Male;White;4;3;43;3.9;911.052609;Passed
-0.25;0.1;68;No;Female;White;5;5;43;3.7;891.052609;Passed
0.1;-0.36;65;No;Male;White;3;4;32.5;2.5;605.2631425;Passed
2.53;2.43;69;No;Female;White;2;4;37;3.7;796.315771;Passed
0;0;43;No;Female;White;2;4;29;3.5;649.999987;Failed_or_not_attempted
-0.07;0.48;68;No;Female;White;3;2;34;3.1;688.947352;Passed
0.26;0.48;70;No;Female;White;4;4;42;3.9;895.263136;Failed_or_not_attempted
-2.29;-2.77;64;No;Male;White;3;4;33;3.4;703.157879;Passed
0.7;-0.23;69;No;Male;White;4;5;40;2.8;753.68419;Passed
-0.91;-1.11;70;Yes;Female;White;3;3;37;3.7;796.315771;Passed
0;0;65;No;Male;White;4;1;38;2.8;722.105244;Passed
-0.97;-1.52;67;No;Male;White;2;4;29;3.4;639.999987;Failed_or_not_attempted
0.24;0.15;69;No;Male;White;2;3;39;2.5;707.894717;Passed
1.14;1.48;69;No;Female;White;6;3;43;3.8;901.052609;Passed
0;1.97;67;No;Male;White;2;2;36;3.9;800.526298;Failed_or_not_attempted
0.81;1.13;68;No;Female;White;3;3;36;3.7;780.526298;Failed_or_not_attempted
-1.66;-1.05;69;No;Male;White;6;5;45;3.2;872.631555;Passed
1.16;0;68;No;Male;White;1;3;41;3.2;809.473663;Failed_or_not_attempted
-0.37;-1.09;69;No;Female;White;3;2;34;3.4;718.947352;Failed_or_not_attempted
-1.18;-1.99;69;No;Male;Black;1;3;29;2.6;559.999987;Failed_or_not_attempted
-0.51;-0.73;51;No;Male;White;4;4;42;2.6;765.263136;Passed
-0.17;-0.55;68;No;Female;White;2;3;32.5;2.7;625.2631425;Passed
0.01;-0.45;67;No;Female;White;4;4;43;3.1;831.052609;Passed
-1.05;-0.52;69;No;Female;Black;3;3;32;2.5;597.368406;Failed_or_not_attempted
0.35;-0.03;66;No;Male;White;4;3;45;2.6;812.631555;Passed
-1.48;-1.59;69;No;Female;Other;3;3;28;2.8;564.210514;Passed
1.49;1.14;69;No;Female;White;3;4;36;3.4;750.526298;Passed
0.05;0.03;69;No;Female;White;6;3;42;3.8;885.263136;Passed
-0.72;0;67;No;Male;White;3;4;31;2.6;591.578933;Failed_or_not_attempted
2.17;0;69;No;Male;White;6;4;43;4;921.052609;Passed
0;0;67;No;Female;White;6;3;41;3.3;819.473663;Passed
-0.91;-0.17;68;No;Female;White;5;5;40;3.6;833.68419;Failed_or_not_attempted
0.82;0.87;58;No;Male;White;3;3;37;1.7;596.315771;Passed
0.39;0.13;68;No;Female;White;3;4;26.5;3;560.5263045;Failed_or_not_attempted
-1.5;-1.31;52;No;Female;White;4;3;33.5;3.3;701.0526155;Passed
0.27;0.16;69;No;Male;Other;5;4;41;3.7;859.473663;Passed
-1.65;0;69;No;Female;Other;5;3;35;3.3;724.736825;Failed_or_not_attempted
1.1;1.23;61;No;Male;White;2;2;38;2.9;732.105244;Passed
1.27;0.84;63;No;Male;White;3;3;39;3.3;787.894717;Passed
-0.63;-1.3;66;No;Male;White;3;4;37;2.5;676.315771;Passed
-1.15;0;68;No;Female;White;2;3;29;3.6;659.999987;Failed_or_not_attempted
-1.27;-0.99;64;No;Male;White;3;4;36;2.7;680.526298;Passed
1.37;1.4;68;No;Male;White;6;4;44;3.5;886.842082;Passed
1.08;0.97;63;No;Female;White;3;4;43;3.3;851.052609;Passed
-0.46;-0.33;66;No;Male;White;2;2;34;2.9;668.947352;Passed
-1.98;0;65;No;Male;Black;4;5;38;2.6;702.105244;Failed_or_not_attempted
-1.4;0;62;No;Female;Black;1;5;19;2.9;432.105257;Failed_or_not_attempted
-0.07;-0.6;69;No;Male;White;4;5;37;3.3;756.315771;Passed
0.32;0.56;64;No;Female;White;3;3;38;2.9;732.105244;Passed
1.1;-0.08;69;No;Male;Other;3;3;43;3.6;881.052609;Passed
0;-0.85;65;Yes;Female;Black;4;3;29;3;599.999987;Passed
-0.08;-0.06;64;Yes;Male;White;5;3;37;3.2;746.315771;Passed
0.19;-0.46;56;Yes;Female;White;3;4;35;3.2;714.736825;Passed
-0.7;0;65;No;Female;Black;6;1;44;3.2;856.842082;Passed
0.58;0.83;68;No;Male;White;3;3;37;3.2;746.315771;Passed
0;0;67;No;Female;White;4;2;34;4;778.947352;Passed
1.15;1.63;64;No;Male;White;5;4;34;3.1;688.947352;Passed
-0.69;0.27;68;No;Male;White;3;3;35;3.2;714.736825;Failed_or_not_attempted
0.22;-0.36;69;No;Male;White;4;4;36;3.5;760.526298;Passed
-1.42;0;47;Yes;Male;Black;4;3;27;3;568.421041;Failed_or_not_attempted
-0.29;-0.59;69;No;Male;White;4;3;42;4;905.263136;Passed
0.23;0.42;69;No;Female;White;4;3;36;3.6;770.526298;Passed
-0.66;-0.66;66;No;Male;White;3;4;39;2.7;727.894717;Passed
0.16;-1.48;64;Yes;Male;White;3;3;26.5;2.7;530.5263045;Passed
1.8;1.39;69;No;Female;White;4;4;38;3.6;802.105244;Passed
0.62;0.3;59;No;Female;White;4;3;33;3.7;733.157879;Passed
-1.27;-1.12;68;No;Female;White;4;3;36;3.4;750.526298;Passed
0.14;0.03;67;No;Female;Black;4;3;34.5;2.6;646.8420885;Passed
-1.81;-1.76;64;No;Female;White;4;3;41;3.3;819.473663;Passed
-0.48;0.11;59;Yes;Female;White;5;3;35.5;3.1;712.6315615;Passed
0.2;0.17;69;No;Male;White;3;2;36;3.2;730.526298;Passed
-0.19;-0.49;68;No;Male;White;4;4;42;3.6;865.263136;Passed
0;0;64;No;Female;White;3;3;37;3.5;776.315771;Failed_or_not_attempted
-1.44;-1.46;69;Yes;Female;Other;4;3;31;3.1;641.578933;Failed_or_not_attempted
0.04;0.18;68;No;Male;White;6;3;36.5;2.9;708.4210345;Passed
0.25;-0.76;69;No;Female;White;3;3;26.5;3.4;600.5263045;Passed
1.09;0.98;68;No;Male;White;5;4;40;3.6;833.68419;Passed
0.73;0.84;66;No;Male;White;5;5;41;3.6;849.473663;Passed
1.35;1.81;66;No;Male;White;3;3;31;3.5;681.578933;Passed
0.51;1.15;63;No;Male;White;3;4;42;3.3;835.263136;Passed
0;0;61;No;Female;White;5;3;41;3.4;829.473663;Passed
-0.25;-0.28;67;No;Female;White;6;3;42;3.6;865.263136;Passed
0.57;0.93;68;No;Male;White;4;4;30.5;3.8;703.6841965;Passed
-0.47;0;68;No;Male;White;3;3;37;3.5;776.315771;Failed_or_not_attempted
-0.84;-0.61;67;No;Female;Black;5;2;32.5;3.5;705.2631425;Passed
-1.2;-1.05;68;No;Female;Black;6;3;39;2.9;747.894717;Passed
1.25;0.8;69;No;Female;White;4;4;37;3.4;766.315771;Passed
0.59;0;68;No;Female;White;4;3;38;3.3;772.105244;Failed_or_not_attempted
-1.61;-1.07;69;Yes;Female;White;4;3;31;3.6;691.578933;Failed_or_not_attempted
-0.96;-1.23;68;No;Male;Black;1;4;37;1.9;616.315771;Failed_or_not_attempted
1.59;0.76;68;No;Male;White;5;5;45;3.6;912.631555;Passed
-0.82;-1.18;68;No;Male;White;4;4;32;2.9;637.368406;Passed
0.21;0.01;65;No;Male;White;3;4;38;2.8;722.105244;Passed
1.53;0.42;60;No;Male;White;4;4;38;3;742.105244;Passed
0;0;58;No;Male;Black;1;2;24;1.9;411.052622;Failed_or_not_attempted
0.56;1.22;67;No;Male;White;3;4;37;3.3;756.315771;Passed
1.11;0;64;No;Male;White;6;3;46;3.4;908.421028;Passed
0.3;0.15;63;No;Male;White;4;3;31;3.2;651.578933;Passed
0;0;66;No;Male;White;6;4;41;3.9;879.473663;Failed_or_not_attempted
-1.08;-0.52;69;No;Male;White;3;3;37;3.2;746.315771;Passed
-0.66;-0.4;69;No;Female;White;4;5;38;3.4;782.105244;Passed
-0.67;-1.35;52;Yes;Male;Black;3;3;21;2.2;393.684203;Passed
0.44;0.07;69;No;Female;White;3;3;35;3.7;764.736825;Passed
-1.68;0;67;No;Male;White;4;4;38;3.1;752.105244;Failed_or_not_attempted
0.73;1.83;68;Yes;Female;White;3;4;43;3.4;861.052609;Passed
-0.28;0.14;70;No;Male;White;5;3;40;3.5;823.68419;Passed
-0.62;-1.26;65;No;Female;Other;3;2;33.5;2.6;631.0526155;Failed_or_not_attempted
1.63;1.39;69;No;Female;White;6;3;42;3.6;865.263136;Passed
-2.06;-2.06;68;No;Male;Other;4;4;26;3.1;562.631568;Failed_or_not_attempted
-0.05;0.24;69;No;Female;White;6;3;42;3.7;875.263136;Passed
-0.93;0;65;No;Female;White;3;4;33;3.7;733.157879;Failed_or_not_attempted
0.78;0;67;No;Female;White;6;4;46;3.6;928.421028;Passed
0.2;0;68;No;Male;Other;1;4;37;2.9;716.315771;Failed_or_not_attempted
0.37;-0.14;58;No;Male;Black;3;2;41;3;789.473663;Passed
0.46;-0.29;68;No;Male;White;5;4;47;3.4;924.210501;Passed
0.14;-0.28;68;No;Male;White;3;3;34;2.9;668.947352;Passed
0.2;0.94;63;No;Male;White;3;3;37;3.1;736.315771;Failed_or_not_attempted
-0.25;-0.23;67;No;Female;White;3;4;40;2.5;723.68419;Passed
-0.49;-0.51;68;No;Male;Other;5;4;41;3.3;819.473663;Passed
-0.24;-0.08;65;No;Male;Other;5;2;33;3.1;673.157879;Passed
-0.58;-0.55;54;No;Female;White;3;4;29.7;2.8;591.0526181;Passed
1.61;1.81;69;No;Female;White;3;2;30;3.4;655.78946;Passed
0.88;1.32;67;No;Male;White;3;3;36;2.6;670.526298;Passed
0;0;53;No;Female;White;1;3;33;3.9;753.157879;Failed_or_not_attempted
-0.05;0.12;69;No;Male;White;2;4;26;3.1;562.631568;Passed
0.4;-0.44;69;No;Male;White;5;5;42;3.4;845.263136;Passed
0.31;0;67;No;Male;White;2;4;35;3;694.736825;Passed
1.28;1.97;61;Yes;Female;White;3;4;38;3.7;812.105244;Passed
-1.07;-1.54;68;No;Male;Black;4;4;30;2.7;585.78946;Failed_or_not_attempted
-0.89;-0.68;61;Yes;Female;Other;5;3;28;3.6;644.210514;Failed_or_not_attempted
1.68;1.93;69;No;Male;White;4;3;34;3.6;738.947352;Passed
0;-0.87;49;No;Male;Other;3;5;28;3;584.210514;Failed_or_not_attempted
1.58;1.73;52;No;Male;White;4;2;38;3.9;832.105244;Passed
1.7;0.98;67;No;Male;White;4;4;46;3;868.421028;Passed
0.34;0.22;69;No;Female;White;3;4;36;3.5;760.526298;Passed
0.23;0.49;65;No;Male;White;4;2;43;3;821.052609;Passed
-0.17;0.65;51;No;Male;White;4;3;41;3.5;839.473663;Passed
-0.12;-0.15;64;No;Female;Black;1;2;28;2.3;514.210514;Passed
1.02;0.53;65;No;Male;White;3;3;34;3.1;688.947352;Passed
-0.34;-0.31;68;No;Female;White;4;4;41;3.6;849.473663;Passed
0;0;69;No;Male;White;4;4;36;2.9;700.526298;Failed_or_not_attempted
-0.64;0;63;Yes;Female;White;2;3;38;3.7;812.105244;Passed
0;0;60;Yes;Male;White;3;2;39;2.1;667.894717;Passed
-1.15;-2.03;68;No;Male;Black;4;3;28;2.8;564.210514;Failed_or_not_attempted
-0.07;-0.6;69;No;Female;White;4;4;37;3.1;736.315771;Passed
-0.58;-0.21;66;Yes;Male;Black;4;2;31;2.7;601.578933;Passed
-0.84;0.5;66;Yes;Male;White;3;4;36;3.1;720.526298;Passed
0;0;63;No;Female;White;6;4;40;3.2;793.68419;Passed
1.62;0.97;68;No;Male;White;5;2;37.5;3.2;754.2105075;Passed
0.71;0.23;69;No;Female;White;3;4;37;3.4;766.315771;Passed
0.77;-0.04;69;No;Male;White;2;4;29;3;599.999987;Passed
0;0;69;No;Male;White;4;3;37;3.1;736.315771;Failed_or_not_attempted
1.02;1.03;69;No;Male;White;3;3;35;3.4;734.736825;Passed
0.92;1.02;61;No;Female;White;4;4;40;3;773.68419;Failed_or_not_attempted
1.45;0.48;67;No;Male;White;3;4;38;2.8;722.105244;Passed
-0.93;-1.49;68;No;Female;Other;2;3;31;3;631.578933;Passed
-1.08;-1.33;63;No;Male;White;6;5;44;3.2;856.842082;Passed
1.47;1.38;56;No;Male;White;4;4;38;3.1;752.105244;Passed
0.91;0.94;63;No;Male;White;3;3;37;3.4;766.315771;Failed_or_not_attempted
0;-0.22;59;Yes;Male;White;4;4;34;3.4;718.947352;Passed
0.17;-0.03;63;No;Male;White;5;3;35;2.9;684.736825;Passed
-1.03;-0.54;64;No;Male;Other;3;3;36;2.8;690.526298;Passed
0.3;0.66;57;No;Male;Other;4;4;45;3.8;932.631555;Passed
0.54;0.87;69;No;Female;White;3;4;33;3.5;713.157879;Passed
-0.81;-0.29;64;No;Female;White;4;5;36;3.3;740.526298;Passed
1.17;1.17;68;No;Female;White;3;3;37;3;726.315771;Passed
1.88;1.72;68;No;Male;White;6;3;46;3.8;948.421028;Failed_or_not_attempted
0.44;0.37;69;No;Male;White;5;3;40;3.9;863.68419;Passed
0.64;1;69;No;Female;White;4;4;37;3.4;766.315771;Passed
0;0;45;Yes;Female;Black;3;2;15;2.1;288.947365;Failed_or_not_attempted
-1.52;-1.3;66;No;Male;White;3;3;35.5;2.8;682.6315615;Passed
0.32;0.46;63;No;Male;White;4;4;47;2.6;844.210501;Passed
0;0;70;No;Male;White;6;4;48;4;999.999974;Passed
-0.15;0.33;69;No;Male;White;3;3;39;3.2;777.894717;Passed
0.8;0.51;69;No;Female;White;5;4;39;3.7;827.894717;Passed
-0.81;-0.34;68;No;Male;White;5;4;35;3.1;704.736825;Passed
-2.15;0;51;No;Male;White;3;3;36;3.2;730.526298;Failed_or_not_attempted
-0.82;-0.06;62;No;Male;White;3;3;37;3.3;756.315771;Passed
-0.4;-0.46;69;No;Female;White;4;4;41;3.6;849.473663;Passed
0.09;0;67;No;Male;Other;4;4;37;3.4;766.315771;Failed_or_not_attempted
-0.8;-1.2;69;No;Male;White;5;5;33;3.1;673.157879;Passed
-1.41;-1.78;65;No;Male;White;3;4;35;3;694.736825;Failed_or_not_attempted
1.21;0;44;Yes;Female;White;2;3;34;3.7;748.947352;Failed_or_not_attempted
-0.07;-0.34;68;No;Female;White;3;3;32;3.5;697.368406;Passed
-0.21;-0.26;69;No;Male;Other;3;3;39;3.3;787.894717;Passed
-0.21;-0.6;65;No;Female;White;4;4;41;3;789.473663;Failed_or_not_attempted
-0.49;-1.06;63;No;Male;White;5;4;41;3.1;799.473663;Passed
-0.31;0;65;No;Male;Black;1;4;42;2.4;745.263136;Failed_or_not_attempted
-0.04;0.38;56;No;Female;Other;1;2;26;2.2;472.631568;Passed
1.13;0.54;66;No;Male;White;3;4;40.5;3.2;801.5789265;Passed
1.34;0.68;66;No;Female;White;3;4;45;3.3;882.631555;Passed
0.49;0.98;67;No;Male;White;5;4;44;3.5;886.842082;Passed
-1.29;-2.08;60;No;Male;Other;6;3;30.5;3.6;683.6841965;Passed
0.7;0.88;70;No;Male;White;5;5;43;3.1;831.052609;Failed_or_not_attempted
-1.03;-0.36;69;No;Male;White;4;4;36;3.4;750.526298;Passed
-0.56;-0.46;60;No;Male;White;3;3;36;2.8;690.526298;Passed
0.38;-0.36;59;No;Male;White;4;3;39;3.6;817.894717;Passed
0.98;0.49;60;No;Male;White;5;4;40;3.9;863.68419;Passed
0.44;0.54;68;No;Female;White;3;4;40;3.2;793.68419;Passed
-0.14;0;69;No;Female;White;5;3;37;2.8;706.315771;Failed_or_not_attempted
1.32;1.25;61;No;Male;White;4;4;43;3.2;841.052609;Passed
-0.02;0.44;68;No;Female;White;5;4;42;3.5;855.263136;Passed
1.37;1.34;69;No;Male;White;5;4;39;3.7;827.894717;Passed
0;0;68;No;Male;White;6;3;42;3.7;875.263136;Failed_or_not_attempted
1.43;1.47;68;No;Male;White;3;4;34;3.1;688.947352;Passed
1.09;1.17;68;No;Female;White;5;4;38;3.3;772.105244;Passed
0.86;0.32;64;No;Male;White;5;3;44;3.8;916.842082;Passed
-1.67;-2.12;68;No;Male;Other;5;2;37;2.5;676.315771;Failed_or_not_attempted
1.51;1.25;69;No;Female;White;3;4;45;3.2;872.631555;Passed
0.23;-0.25;68;No;Male;White;3;5;38;2.9;732.105244;Passed
-2.84;0;68;No;Male;Black;4;2;32;2.6;607.368406;Failed_or_not_attempted
1.29;1.41;53;No;Female;White;4;2;34;3.7;748.947352;Passed
1.24;0.59;69;No;Female;White;3;3;39;3.5;807.894717;Passed
0;0;69;No;Male;White;4;4;33;4;763.157879;Passed
1.07;0;65;No;Female;White;3;2;29.5;3.1;617.8947235;Passed
-0.52;-0.6;68;No;Male;White;5;4;42;3.8;885.263136;Passed
-0.83;-1.06;63;No;Female;White;3;3;34;3;678.947352;Passed
-0.51;-0.53;66;Yes;Male;White;2;3;37;2.8;706.315771;Failed_or_not_attempted
-0.56;-0.54;69;No;Female;Black;3;3;23;3.2;525.263149;Passed
0.79;1.29;69;No;Female;White;6;4;39;3.8;837.894717;Passed
-0.19;-0.09;68;No;Female;White;4;4;48;3.5;949.999974;Passed
-0.38;0.14;67;No;Female;White;3;4;37.5;3.1;744.2105075;Passed
0.89;1.01;52;No;Female;White;5;3;42;3.4;845.263136;Failed_or_not_attempted
1.07;0.37;69;No;Male;White;4;4;42;3.5;855.263136;Passed
0.5;0.39;68;No;Male;White;2;3;34;2.5;628.947352;Passed
-0.08;0.4;68;No;Male;Other;5;4;43;3.8;901.052609;Passed
0.75;1.19;65;No;Female;White;3;4;39;3.4;797.894717;Passed
0.67;0.61;68;No;Female;White;2;3;36;3.3;740.526298;Passed
-2.02;0;66;No;Female;Black;4;4;23;3.5;555.263149;Failed_or_not_attempted
0.03;0.13;58;No;Male;White;5;2;43;3.1;831.052609;Passed
-0.79;-1.06;58;No;Male;White;2;3;30;3;615.78946;Passed
-1.38;-1.52;62;No;Male;Other;4;2;34;2.4;618.947352;Passed
0.09;-0.33;69;No;Female;White;4;3;35;3.6;754.736825;Passed
1.08;0.85;69;No;Male;White;4;4;41;3.6;849.473663;Passed
0.88;1.56;69;No;Male;White;4;3;38;3.7;812.105244;Passed
